Location,Address,24 Hours,Mon-Fri,Sat,Latitude,Longitude,Closest_Circle_K_Add,Circle_K_Latitude,Circle_K_Longitude,Distance_km,Closest_Circle_K_Loc
Quarry Bay,"Shop No. G5, G/F, Fok Cheong Building, Nos. 1032-1044 King's Road, Quarry Bay, Hong Kong",24 Hours,,,22.2845311,114.2124335,"Portion and Toilet Portion of Shop No.G7 on Ground Floor of Westlands Gardens, Nos. 1025-1037 King’s Road, Nos. 2-10,12A-12H Westlands Road, Hong Kong",22.284902,114.2129603,0.0680747598862728,Quarry Bay
Quarry Bay,"G/F, No. 963A King's Road, Quarry Bay, Hong Kong",24 Hours,,,22.288057,114.2102607,KIOSK QUB3 at Quarry Bay MTR Station,22.28800384,114.2097574,0.052199221542677,Quarry Bay
North Point,Kiosk FOH 9 at MTR Fortress Hill Station,,Monday to Friday: 0700-0000,Saturday: 0700-0000,22.2879969,114.1935635,"Shop No.25-27, G/F., King's Centre, 193-209 King's Road, Hong Kong",22.2893806,114.1942585,0.1691355319045536,North Point
North Point,Kiosk NOP 1 at MTR North Point Station,,Monday to Friday: 0700-0000,Saturday: 0700-0000,22.2912707,114.2004947,"Shop No.4, G/F., Cheong Yuen Apartments, Nos.2,4,6,8,8A Tsat Tsz Mui Road, North Point",22.2906342,114.2007566,0.0754728864968069,North Point
Wan Chai,"G/F, No. 64 Lockhart Road, Wan Chai, Hong Kong",,Monday to Friday: 0700-2300,Saturday: 0700-2300,22.2779443,114.1710594,"Flat B G/F., Sun Hey Mansion, 68-76 Hennessy Road, Hong Kong",22.277339,114.1711038,0.0671833256056956,Wanchai
North Point,"Portion B, Shop No. 1, G/F, On Ning Building, Nos. 425-431 King's Road, North Point, Hong Kong",24 Hours,,,22.2914324,114.2004585,"Shop No.4, G/F., Cheong Yuen Apartments, Nos.2,4,6,8,8A Tsat Tsz Mui Road, North Point",22.2906342,114.2007566,0.0935741421930655,North Point
North Point,"Shop No. G6, G/F, Provident Square, Nos. 21-53 Wharf Road, North Point, Hong Kong",,Monday to Friday: 0700-2300,Saturday: 0700-2300,22.2921837,114.1952802,"Unit No. 5, G/F., Block 1, 2 & 3 City Garden, No. 233 Electric Road, Hong Kong",22.2912167,114.1950775,0.1090983122170387,North Point
Wan Chai,"Shop Nos. 1 & 2, G/F, No. 99 Hennessy Road, Wan Chai, Hong Kong",24 Hours,,,22.2777219,114.1719656,"G/F., Warner Building, 91 Hennessy Road, Hong Kong",22.277742,114.171826,0.0145583068824166,Wanchai
Wan Chai,"Shop Nos. 111-112, 1/F, Great Eagle Centre, No. 23 Harbour Road, Wan Chai, Hong Kong",,Monday to Friday: 0700-2300,Saturday: 0700-2300,22.2810258,114.1750919,"Shop A, G/F., Nos. 146 Lockhart Road, Hong Kong",22.2780541,114.1729075,0.3987048143466555,Wanchai
North Point,"Shop No. 3, G/F, Ming Yuen Centre, Nos. 400-404 King's Road, Nos. 4A/4B, 6A/6B & 6C Ming Yuen Western Street, North Point, Hong Kong",24 Hours,,,22.290403,114.1986937,"G/F., No. 22 Fort Street, Hong Kong",22.2896055,114.1969904,0.1964900072630654,North Point
Wan Chai,"Shop No. A2, G/F, Success Commercial Building, Nos. 245-251 Hennessy Road, Wan Chai, Hong Kong",,Monday to Friday: 0700-2300,Saturday: 0700-2300,22.2781645,114.1762153,"G/F., 89 Wan Chai Road, Hong Kong",22.276516,114.1750012,0.2213121043688557,Wanchai
Sheung Wan,Station Kiosk No. SHW 1 at MTR Sheung Wan Station,,Monday to Friday: 0700-2300,Saturday: 0700-2000,22.2865601,114.1518714,"Shop 11, 12 and 13, G/F., Western Market, 323 Des Voeux Road, Sheung Wan, Hong Kong",22.287287,114.150392,0.172401124396327,Sheung Wan
Aberdeen,"G/F, No. 11 Wu Nam Street, Aberdeen, Hong Kong",24 Hours,,,22.2478398,114.1549769,"Ground Floor, No. 23 Tung Sing Road, Hong Kong",22.2487125,114.1551595,0.0984532897613144,Aberdeen
Sheung Wan,"G/F, No. 55 Bonham Road, Hong Kong",24 Hours,,,22.2848531,114.1412029,"Shop A G/F., No. 64 Centre Street, Hong Kong",22.284929,114.142068,0.0895478513269435,Western District
Shau Kei Wan,"G/F, No. 7 Shing On Street, Shau Kei Wan, Hong Kong",24 Hours,,,22.2817946,114.2214148,"Shop B G/F., Nos 106-108 Shau Kei Wan Road, Hong Kong",22.2821321,114.2216237,0.0431300579372192,Shau Kei Wan
Causeway Bay,"Shop T, G/F & M/F, Hong Kong Mansion, No. 1A-1L Yee Woo Street, Causeway Bay, Hong Kong",24 Hours,,,22.28001,114.1855,"G/F., 33 Jardine's Bazaar, Hong Kong",22.2795144,114.1849559,0.0784607788230178,Causeway Bay
Central,Shop No. CEN W9 at MTR Central Station,,Monday to Friday: 0700-0000,Saturday: 0700-0000,22.2799907,114.1587983,Kiosk No. CEN E7 MTR Central Station,22.2819989,114.1576766,0.2506280725125144,Central
Chai Wan,"Shop No. 49, G/F, Block A, Walton Estate, Nos. 341-343 Chai Wan Road, Nos. 1-3 Yee Shun Street, Chai Wan, Hong Kong",24 Hours,,,22.264069,114.239652,"KIOSK No. CHW12 at Chai Wan Station, Chai Wan (Exit C)",22.264625,114.237139,0.2662309577861279,Chai Wan
Wan Chai,"Shop Nos. G48 & G49, G/F, Man On House, Nos. 151-163 Wanchai Road, Nos. 12 A-C Burrows Street, Nos. 17-27 Cross Lane, Wan Chai, Hong Kong",24 Hours,,,22.2767688,114.1767726,"G/F., 89 Wan Chai Road, Hong Kong",22.276516,114.1750012,0.1846954332363409,Wanchai
Admiralty,"Shop No. 22, 1/F of the Podium, Admiralty Centre, No. 18 Harcourt Road, Admiralty, Hong Kong",,Monday to Friday: 0700-2100,Saturday: 0700-2100,22.2795729,114.1649935,"Shop No. F01-02, Lab Concept, 1/F Queensway Plaza, 93 Queensway, Hong Kong",22.278565,114.164798,0.1134128711624952,Queensway
Western,"G/F & C/F, No. 240 Queen's Road West, Sai Ying Pun, Hong Kong",24 Hours,,,22.2868273,114.143323,"Ground Floor, 202 Centre, No. 202 Des Voeux Road West, Hong Kong",22.287718,114.142918,0.1070980288224669,Sai Wan
Sai Wan Ho,"Shop No. 3, G/F, Youth Outreach Jockey Club Building, Nos. 1-18 Hing Man Street, Shau Kei Wan, Hong Kong",24 Hours,,,22.281316,114.223342,"Shop B G/F., Nos 106-108 Shau Kei Wan Road, Hong Kong",22.2821321,114.2216237,0.1988090909251544,Shau Kei Wan
Apleichau,"Shop B, G/F, Coble Court, Nos. 127-139 Apleichau Main Street, Apleichau, Hong Kong",24 Hours,,,22.2435165,114.1544335,"Ground Floor, No. 85 Main Street Ap Lei Chau, Hong Kong",22.2438216,114.1553876,0.1039940817788377,Ap Lei Chau
Western,"Shop No. 1, G/F, Shuttle Lift Complex, Kwun Lung Lau, No. 20 Lung Wah Street, Kennedy Town, Hong Kong",24 Hours,,,22.2806867,114.1278753,"Shop B2 & Shop C G/F., Luen Wai Apartments, Nos. 136, 136A, 138, 140 & 142 Belcher??s Street, Nos. 7 & 7A Davis Street, Hong Kong",22.2822362,114.1270344,0.1922254672747075,Sai Wan
Shau Kei Wan,Kiosk No. SKW 6 at Unpaid Concourse of MTR Shau Kei Wan Station,,Monday to Friday: 0700-0000,Saturday: 0700-0000,22.2792428,114.2288794,"Shop No.14 G/F., Oi Tung Shopping Centre, Shau Kei Wan",22.2808612,114.2277794,0.2120574033369169,Shau Kei Wan
Tai Koo Shing,Kiosk No. TAK 15 at Unpaid Concourse of MTR Tai Koo Station,,Monday to Friday: 0700-0000,Saturday: 0700-0000,22.28465,114.21636,"KIOSK NO. TAK9, Tai Koo MTR Station",22.28465,114.21636,0.0,Taikoo
Chai Wan,"Shop Unit 161, Paradise Mall, Hang Fa Chuen, Hong Kong",,Monday to Friday: 0700-2200,Saturday: 0700-2200,22.2767315,114.2399396,Kiosk No. HFC5 & 6 Heng Fa Chuen Station,22.276657,114.239691,0.0269162857482562,Heng Fa Chuen
Siu Sai Wan,"Shop No. 60, UG/F, Island Resort Mall, No. 28 Siu Sai Wan Road, Chai Wan, Hong Kong",,Monday to Friday: 0700-2200,Saturday: 0700-2200,22.266226,114.2508984,"Shop No.18 G/F., Island Resort Mall, 28 Siu Sai Wan Road, Siu Sai Wan, Hong Kong",22.266226,114.2508984,0.0,Siu Sai Wan
Causeway Bay,Kiosk CAB E11 at Unpaid Concourse of MTR Causeway Bay Station,,Monday to Friday: 0700-0000,Saturday: 0700-0000,22.2803747,114.1850421,"G/F., 33 Jardine's Bazaar, Hong Kong",22.2795144,114.1849559,0.0956778318793287,Causeway Bay
Central,"G/F, No. 40 Elgin Street, Central, Hong Kong",24 Hours,,,22.281505,114.1527376,"Shop No. 28A G/F., Lily Court,? 28A Robinson Road, HK",22.2794066,114.1521066,0.2412924500369958,Central
North Point,"Shop No.1 on Lower Ground Floor, Braemar Hill Shopping Centre, No. 45 Braemar Hill Road, Braemar Hill, Hong Kong",,Monday to Friday: 0700-2300,Saturday: 0700-2300,22.2855851,114.2019764,"Shop No.4, G/F., Cheong Yuen Apartments, Nos.2,4,6,8,8A Tsat Tsz Mui Road, North Point",22.2906342,114.2007566,0.5730645566355521,North Point
Central,"G/F, No. 154 Des Voeux Road Central, Central, Hong Kong",24 Hours,,,22.2855173,114.1542343,"Shop No.1 G/F., & Open Yard Nos.10-16 Cochrane Street, Hong Kong",22.2831647,114.1546298,0.2636822295898822,Central
Sheung Wan,Kiosk No. SHW 9 at Unpaid Concourse of MTR Sheung Wan Station,,Monday to Friday: 0700-0000,Saturday: 0700-0000,22.2865601,114.1518714,"Shop 11, 12 and 13, G/F., Western Market, 323 Des Voeux Road, Sheung Wan, Hong Kong",22.287287,114.150392,0.172401124396327,Sheung Wan
North Point,"Shop No. U3, UG/F, FitFort, No. 560 King's Road, North Point, Hong Kong",24 Hours,,,22.2917523,114.2043233,"Shop No. A at Podium Level 1, Phase 1, Healthy Village, Tsat Tsz Mui Road, North Point, Hong Kong",22.2918325,114.2060903,0.1823050267388212,North Point
Causeway Bay,"Shop Nos. 8 & 9, G/F, Bay View Mansion, Nos. 13-33 Moreton Terrace, Causeway Bay, Hong Kong",24 Hours,,,22.2795895,114.188755,"G/F., 33 Jardine's Bazaar, Hong Kong",22.2795144,114.1849559,0.3916179998098838,Causeway Bay
Central,"G/F, Cheung Hing Commercial Building, No. 37 Cochrane Street, Central, Hong Kong",24 Hours,,,22.2827822,114.1539409,"Shop No.1 G/F., & Open Yard Nos.10-16 Cochrane Street, Hong Kong",22.2831647,114.1546298,0.0826701043425772,Central
Causeway Bay,"Shop Nos. 6 & 13, G/F, Lei-Shun Court, Nos. 106/126 Leighton Road, Nos. 1/5 Haven Street & No. 1 Caroline Hill Road, Hong Kong",24 Hours,,,22.2778546,114.1864278,"G/F., 33 Jardine's Bazaar, Hong Kong",22.2795144,114.1849559,0.2383103318753724,Causeway Bay
Western,"Shop No. UG07 on Upper Ground Floor, The Westwood of the Belcher's, No. 8 Belcher’s Street, Shek Tong Tsui, Hong Kong",,Monday to Friday: 0900-2300,Saturday: 0900-2300,22.285556,114.133611,"Shop 6 on Ground Floor, Sands House,Nos.10,12,14 & 18 Sands Street Nos.39, 39A & 39B Belcher’s Street, Hong Kong",22.283467,114.1300622,0.4327385303576501,Sai Wan
Quarry Bay,"Portion B of Shop No. LG3 on Lower G/F of Westlands Gardens, Nos. 1025-1037 King’s Road & Nos. 2-10, 12A-12H Westlands Road, Quarry Bay, Hong Kong",,Monday to Friday: 0700-2300,Saturday: 0700-2300,22.284902,114.2129603,"Portion and Toilet Portion of Shop No.G7 on Ground Floor of Westlands Gardens, Nos. 1025-1037 King’s Road, Nos. 2-10,12A-12H Westlands Road, Hong Kong",22.284902,114.2129603,0.0,Quarry Bay
Central,"G/F & C/L, Nos. 9-11 Cochrane Street, Central, Hong Kong",24 Hours,,,22.283497,114.154676,"Shop No.1 G/F., & Open Yard Nos.10-16 Cochrane Street, Hong Kong",22.2831647,114.1546298,0.0371036937007752,Central
Admiralty,Kiosk No. ADM 16 at MTR Admiralty Station,,Monday to Friday: 0700-0000,Saturday: 0700-0000,22.2796357,114.1654865,"Shop No. 1002B, 1/F., United Centre, 95 Queensway, Hong Kong",22.278546,114.1652079,0.1240358499251343,Central
North Point,"Shop No. 130, 1/F, Island Place, No. 500 King's Road, North Point, Hong Kong",,Monday to Friday: 0700-2300,Saturday: 0700-2300,22.2913428,114.2021832,"G/F, No. 484 King’s Road, Hong Kong",22.2912043,114.2015413,0.0679024326679545,North Point
Sheung Wan,"G/F, Teng Fuh Commercial Building, Nos. 331-333 Queen's Road Central, Central, Hong Kong",24 Hours,,,22.2861413,114.1462766,"Shops D & H, G/F., Sea View Mansion, No. 82, 83, 84, 86, 87 Connaught Road West, Nos. 21, 23, 25, 27 Sutherland Street, Hong Kong",22.2881338,114.1461184,0.2212393247587279,Sheung Wan
Sheung Wan,"Ground Floor of Enterprise Building, 238 Queen’s Road Central, Hong Kong",,Monday to Friday: 0700-2300,Saturday: 0700-2300,22.2845568,114.1516169,"Shop 11, 12 and 13, G/F., Western Market, 323 Des Voeux Road, Sheung Wan, Hong Kong",22.287287,114.150392,0.3276208564250294,Sheung Wan
Apleichau,"Shop No. 205, Ground Floor, Commercial Complex 2, Lei Tung Estate, No. 5 Lei Tung Estate Road, Apleichau, Hong Kong",24 Hours,,,22.2414074,114.1560313,"Ground Floor, No. 85 Main Street Ap Lei Chau, Hong Kong",22.2438216,114.1553876,0.2754451979693055,Ap Lei Chau
